The number of selected features is: 3524

The index of selected features start from 0

NO.		FeaName		Score

1		Fea0		1.0
2		Fea1		0.9024401473183046
3		Fea2		0.8126227990092171
4		Fea3		0.7606189043340451
5		Fea4		0.7059501997593761
6		Fea5		0.6842957384674331
7		Fea9		0.6774928077584567
8		Fea8		0.6761625210457216
9		Fea6		0.6693956249349559
10		Fea7		0.664710416249432
11		Fea10		0.6423954814497288
12		Fea11		0.6210798445422743
13		Fea12		0.6117419786562608
14		Fea13		0.5658536468394432
15		Fea14		0.5379369217306537
16		Fea15		0.47040023504979017
17		Fea21		0.46666187518153235
18		Fea16		0.45983451195401365
19		Fea17		0.4559752635526559
20		Fea20		0.4204044275530422
21		Fea19		0.41301467021333305
22		Fea23		0.4090331812298291
23		Fea18		0.4077182432879731
24		Fea24		0.40367483656788106
25		Fea22		0.40295275668576497
26		Fea33		0.3766503429087038
27		Fea40		0.37039453606680933
28		Fea25		0.3657368217023033
29		Fea26		0.35562843964253604
30		Fea31		0.31549013834587764
31		Fea30		0.3106455697201069
32		Fea34		0.3009769415241328
33		Fea28		0.300647451498158
34		Fea27		0.2991954465360465
35		Fea32		0.2942536181861033
36		Fea39		0.29003109620217404
37		Fea29		0.2895152449892555
38		Fea54		0.2871874177012524
39		Fea36		0.28714951351404827
40		Fea37		0.27404131281828387
41		Fea38		0.27067536756187593
42		Fea35		0.2663219783950196
43		Fea44		0.2581891263045602
44		Fea42		0.23754042922001534
45		Fea41		0.2354439348719182
46		Fea47		0.2348273976390749
47		Fea45		0.23461409643972636
48		Fea46		0.22930925104690417
49		Fea48		0.2282045374732569
50		Fea43		0.2265761844798376
51		Fea49		0.22639349020330102
52		Fea50		0.20936137496006813
53		Fea51		0.2029951104851134
54		Fea52		0.19988061604701382
55		Fea55		0.1968255959493785
56		Fea53		0.18876799525286067
57		Fea57		0.1847895265028066
58		Fea56		0.18459810880442779
59		Fea71		0.17648640275049757
60		Fea58		0.17470950854221526
61		Fea65		0.16539815027191895
62		Fea62		0.16165805140852724
63		Fea64		0.1603929327529779
64		Fea69		0.15945303830576427
65		Fea59		0.1581632151703995
66		Fea60		0.1548134033879244
67		Fea68		0.15371536840185862
68		Fea63		0.15277743979012975
69		Fea61		0.15212432582434662
70		Fea67		0.1512136931419852
71		Fea74		0.15054937285385242
72		Fea66		0.15019864513603176
73		Fea80		0.14644008764418773
74		Fea73		0.1453023660917378
75		Fea82		0.1424818350403696
76		Fea75		0.14042657663458774
77		Fea78		0.1394631148875585
78		Fea70		0.13866665095833214
79		Fea72		0.13568050510463953
80		Fea79		0.13434423631808165
81		Fea81		0.13426954824321416
82		Fea77		0.1299384566795568
83		Fea76		0.12966244422982007
84		Fea96		0.12646015914692837
85		Fea102		0.12445229995837406
86		Fea87		0.12069810604752611
87		Fea98		0.1190623028704643
88		Fea83		0.11843969712258032
89		Fea86		0.11814179068166214
90		Fea84		0.11558282851192556
91		Fea105		0.1120108036764525
92		Fea85		0.1113786249488808
93		Fea88		0.11131737904452715
94		Fea93		0.10744861397340302
95		Fea139		0.10657959125028851
96		Fea94		0.10636980908293266
97		Fea97		0.10616307048544303
98		Fea143		0.10577820456567189
99		Fea145		0.10518016428529237
100		Fea146		0.10515781909393886
101		Fea89		0.10371527776903464
102		Fea90		0.10286600254653186
103		Fea92		0.10224474252848428
104		Fea99		0.10210690032986974
105		Fea114		0.10083566719962772
106		Fea91		0.10000939732289761
107		Fea95		0.09807436214974471
108		Fea147		0.09806661260970373
109		Fea103		0.09803188120913957
110		Fea181		0.09692627785591733
111		Fea100		0.09589654520663649
112		Fea110		0.09525928202053344
113		Fea255		0.09500773340971723
114		Fea101		0.09484075121235837
115		Fea109		0.0942533123454414
116		Fea112		0.09399295930375101
117		Fea104		0.0927587637972849
118		Fea106		0.09268791107234405
119		Fea121		0.09228120013358958
120		Fea108		0.0909753634623677
121		Fea116		0.09083477559899998
122		Fea156		0.09061886380421426
123		Fea107		0.08851668932338051
124		Fea115		0.08700365653768775
125		Fea128		0.0865066044040869
126		Fea155		0.08631163858908093
127		Fea118		0.08479878980100637
128		Fea124		0.08450282910540807
129		Fea129		0.08334243926744349
130		Fea127		0.08312906755770325
131		Fea111		0.08243784419080724
132		Fea113		0.08206892085578169
133		Fea281		0.0804150433409743
134		Fea119		0.07897836472327793
135		Fea117		0.07884590987161125
136		Fea120		0.07859354859600637
137		Fea122		0.07805897068512661
138		Fea125		0.07802843310541785
139		Fea123		0.07746069381942035
140		Fea126		0.07691735643110185
141		Fea133		0.07653028599251131
142		Fea252		0.07304287950003287
143		Fea137		0.07303309171022845
144		Fea153		0.0725800952810364
145		Fea185		0.07255119052188927
146		Fea131		0.07194588599828013
147		Fea134		0.07194271018995484
148		Fea297		0.07181811095706868
149		Fea219		0.07170669404346927
150		Fea135		0.07124191651989911
151		Fea130		0.07107192126545081
152		Fea149		0.07101111228841475
153		Fea250		0.07086760981467982
154		Fea186		0.07073016182074192
155		Fea471		0.07069058248334945
156		Fea465		0.07058331455647006
157		Fea132		0.07049197004020293
158		Fea140		0.06991951746727532
159		Fea152		0.0698929658513603
160		Fea148		0.0694977779865566
161		Fea136		0.0693510541184097
162		Fea188		0.06893493301119309
163		Fea199		0.06849830267049786
164		Fea138		0.06847754216389447
165		Fea154		0.06777595542692944
166		Fea150		0.06741227148100007
167		Fea166		0.0671834406038077
168		Fea144		0.06710349676715739
169		Fea174		0.0669473805665278
170		Fea170		0.06683286432549239
171		Fea167		0.06676115863122901
172		Fea142		0.06638359446423384
173		Fea229		0.06584083443899316
174		Fea141		0.06553408862899389
175		Fea151		0.06552370967118655
176		Fea206		0.06528490818878559
177		Fea280		0.0646084138931601
178		Fea179		0.06426794754759425
179		Fea164		0.06377190140115091
180		Fea377		0.06375661305649633
181		Fea183		0.06368502938336862
182		Fea180		0.06343483271070022
183		Fea178		0.06248446820023495
184		Fea171		0.06239595765352276
185		Fea249		0.06219229400901879
186		Fea157		0.061892089867075076
187		Fea158		0.06173582322734802
188		Fea184		0.06151989899994304
189		Fea175		0.06141354229585904
190		Fea195		0.0614041079702032
191		Fea197		0.06136994091024379
192		Fea191		0.06127386261114238
193		Fea159		0.06120613870796938
194		Fea215		0.06105161039049277
195		Fea196		0.06070131942166875
196		Fea163		0.060587739555326536
197		Fea257		0.06058376552278271
198		Fea182		0.06047819487792362
199		Fea161		0.06001167951879781
200		Fea160		0.05994305693923049
201		Fea162		0.059821476710282866
202		Fea220		0.059517154764260505
203		Fea165		0.05938990577548383
204		Fea231		0.05928145578798428
205		Fea169		0.05852206808145706
206		Fea168		0.05831533318110948
207		Fea194		0.05818645385479631
208		Fea240		0.0581745660901394
209		Fea190		0.058083563635378366
210		Fea189		0.05773055013048268
211		Fea327		0.05740191413919812
212		Fea176		0.057282303779986575
213		Fea177		0.05706101136896519
214		Fea307		0.05706088801114163
215		Fea173		0.05695479336853907
216		Fea204		0.05692389551212932
217		Fea172		0.05682213491775962
218		Fea207		0.056245562928536136
219		Fea187		0.05622416407820979
220		Fea192		0.05567089672093371
221		Fea198		0.055404910266192715
222		Fea208		0.05487030175762067
223		Fea222		0.05456617466311729
224		Fea201		0.05446785778558317
225		Fea342		0.054301428013152166
226		Fea225		0.05416833739776893
227		Fea246		0.05408750997036551
228		Fea205		0.05406434133561955
229		Fea221		0.05404329607881018
230		Fea265		0.05363758414575941
231		Fea193		0.053512270738814066
232		Fea236		0.053347194488562615
233		Fea203		0.05323393412692813
234		Fea210		0.053039037272887765
235		Fea200		0.05296684436097987
236		Fea216		0.052714575210366786
237		Fea211		0.05238279354418167
238		Fea549		0.05224687528869891
239		Fea282		0.052004819229592596
240		Fea230		0.05186669329492631
241		Fea213		0.05180596745949619
242		Fea202		0.051732595435664976
243		Fea212		0.05164469216859023
244		Fea218		0.05115234281127118
245		Fea248		0.05097175402131051
246		Fea209		0.05092542792230039
247		Fea234		0.050717287197657994
248		Fea214		0.05059356346567105
249		Fea233		0.05058652500776736
250		Fea217		0.049871626369755215
251		Fea226		0.04980642274433991
252		Fea228		0.04950977098655508
253		Fea245		0.04947079899287515
254		Fea232		0.049467210152141894
255		Fea224		0.04911805084912789
256		Fea235		0.04903301574354626
257		Fea275		0.04894109032430936
258		Fea305		0.048864325316371866
259		Fea223		0.04880689209979476
260		Fea258		0.04880265382342536
261		Fea239		0.04878773131717986
262		Fea237		0.04840348849959587
263		Fea259		0.04835304038688841
264		Fea227		0.04823920060377275
265		Fea276		0.0480119381464313
266		Fea278		0.04792876511166411
267		Fea285		0.047878277992049696
268		Fea238		0.0475529945076768
269		Fea254		0.04753345155391512
270		Fea300		0.04720502837815522
271		Fea256		0.04716338701546303
272		Fea268		0.04716337268001058
273		Fea244		0.047114210100857576
274		Fea322		0.04658967945892629
275		Fea346		0.046504600012310944
276		Fea294		0.0463997789751906
277		Fea241		0.046281681335196334
278		Fea247		0.04627725036981082
279		Fea251		0.04610463597292147
280		Fea506		0.045867260215134265
281		Fea308		0.0457854822477729
282		Fea243		0.04577426252738807
283		Fea253		0.04576801954367264
284		Fea242		0.0457127032675029
285		Fea272		0.04571217692340355
286		Fea273		0.04553568384323756
287		Fea266		0.045074835082678254
288		Fea426		0.04471673691401625
289		Fea288		0.044608289196946954
290		Fea306		0.04439021589550727
291		Fea663		0.04423436348387339
292		Fea260		0.0440294096402103
293		Fea481		0.04388429332206593
294		Fea367		0.04384431835753097
295		Fea269		0.04376109948748334
296		Fea287		0.04366356035460448
297		Fea469		0.04356809596419578
298		Fea261		0.04356254369832887
299		Fea263		0.043390901975419456
300		Fea270		0.04336486035108327
301		Fea286		0.04326519570306578
302		Fea283		0.04306968544690338
303		Fea264		0.043007713218039346
304		Fea262		0.04284557666538131
305		Fea271		0.042798335988234196
306		Fea284		0.042710989519963785
307		Fea267		0.0425717142490433
308		Fea451		0.04253983920103825
